Principio attivo;Confezione di riferimento;ATC;AIC;Farmaco;Confezione;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 15 Ottobre 2020;Differenza;Nota;Codice gruppo equivalenza
Valsartan;14 UNITA' 40 MG - USO ORALE;C09CA03;40149039;VALSARTAN TEVA;"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;2,40 €;2,40 €;0,00 €;;FPA
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;41129204;ALSARTIR;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER  PVC/PVDC/AL";EG S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;41168105;PRESSLOVAL;"""160 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SO.SE.PHARM S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40045039;REVALSAN;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ISTITUTO CHIMICO INTERNAZIONALE DR.GIUSEPPE RENDE S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;34776878;RIXIL;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER CALENDARIO PVC/PVDC/AL";SANDOZ S.P.A.;7,20 €;11,00 €;3,80 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;39780123;SAVAL;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";BENEDETTI & CO. S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;33178942;TAREG;"""160 MG COMPRESSE RIVESTITE CON FILM 28 COMPRESSE IN BLISTER CALENDARIO PVC/PVDC/AL";NOVARTIS FARMA S.P.A.;7,20 €;9,20 €;2,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40126031;VALPREX;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";A.G.I.P.S. FARMACEUTICI S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40762039;VALSARTAN ABC;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ABC FARMACEUTICI S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;41076100;VALSARTAN ALMUS;"""160 MG COMPRESSE RIVESTITE CON FILM""28 COMPRESSE";ALMUS S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;39810066;VALSARTAN ALTER;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATORI ALTER S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;39815271;VALSARTAN DOC GENERICI;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40782120;VALSARTAN EG;"""160 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;41104151;VALSARTAN HCS;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS BVBA;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40225068;VALSARTAN MYLAN GENERICS ITALIA;"""160 MG CAPSULE"" 28 CAPSULE";MYLAN S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;41849151;VALSARTAN PENSA;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";PENSA PHARMA S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40617146;VALSARTAN RANBAXY;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL/PA/AL";SUN PHARMACEUTICAL IND. B.V.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40318077;VALSARTAN SANDOZ;"""160 MG COMPRESSE RIVESTITE"" 28 COMPRESSE IN BLISTER PVC/PVDC";SANDOZ S.P.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;42392035;VALSARTAN TECNIGEN;"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 160 MG - USO ORALE;C09CA03;40151159;VALSARTAN TEVA ITALIA;"""160 MG CAPSULE RIGIDE"" 28 CAPSULE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;7,20 €;7,20 €;0,00 €;;FPC
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;33178359;TAREG;"""320 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC";NOVARTIS FARMA S.P.A.;10,00 €;11,20 €;1,20 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;39810092;VALSARTAN ALTER;"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATORI ALTER S.R.L.;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;39815372;VALSARTAN DOC GENERICI;"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;40782219;VALSARTAN EG;"""320 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;41104237;VALSARTAN HCS;"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS BVBA;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;42615043;VALSARTAN MACLEODS;"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";MACLEODS PHARMA ESPANA S.L.U;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;41442361;VALSARTAN MYLAN GENERICS;"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";MYLAN S.P.A.;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;40318115;VALSARTAN SANDOZ;"""320 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISER PVC/PVDC";SANDOZ S.P.A.;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 320 MG - USO ORALE;C09CA03;42392047;VALSARTAN TECNIGEN;"""360 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;10,00 €;10,00 €;0,00 €;;FPD
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;41129115;ALSARTIR;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER  PVC/PVDC/AL";EG S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;41168067;PRESSLOVAL;"""80 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SO.SE.PHARM S.R.L.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;34776827;RIXIL;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER CALENDARIO PVC/PE/PVDC/AL";SANDOZ S.P.A.;5,60 €;9,00 €;3,40 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;39780073;SAVAL;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";BENEDETTI & CO. S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;33178892;TAREG;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER CALENDARIO PVC/PVDC/AL";NOVARTIS FARMA S.P.A.;5,60 €;7,60 €;2,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40126029;VALPREX;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";A.G.I.P.S. FARMACEUTICI S.R.L.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40762027;VALSARTAN ABC;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ABC FARMACEUTICI S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;41076062;VALSARTAN ALMUS;"""80 MG COMPRESSE RIVESTITE CON FILM""28 COMPRESSE";ALMUS S.R.L.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;39810041;VALSARTAN ALTER;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";LABORATORI ALTER S.R.L.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;39815156;VALSARTAN DOC GENERICI;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40782031;VALSARTAN EG;"""80 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;41104098;VALSARTAN HCS;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS BVBA;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40225043;VALSARTAN MYLAN GENERICS ITALIA;"""80 MG CAPSULE"" 28 CAPSULE";MYLAN S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;41849098;VALSARTAN PENSA;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";PENSA PHARMA S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40617084;VALSARTAN RANBAXY;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL/PA/AL";SUN PHARMACEUTICAL IND. B.V.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40318065;VALSARTAN SANDOZ;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC";SANDOZ S.P.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;42392023;VALSARTAN TECNIGEN;"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan;28 UNITA' 80 MG - USO ORALE;C09CA03;40151045;VALSARTAN TEVA ITALIA;"""80 MG CAPSULE RIGIDE"" 28 CAPSULE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;5,60 €;5,60 €;0,00 €;;FPB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41722024;ARTERPRESS;"""160 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";EURO-PHARMA S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;34774048;CORIXIL;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;34114076;COTAREG;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";NOVARTIS FARMA S.P.A.;6,15 €;8,92 €;2,77 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41949049;DIUVAL;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PTCFE/VLHD/AL";BENEDETTI & CO. S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40757116;VALBACOMP;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41293111;VALIDROC;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SO.SE.PHARM S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;42278022;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;"""160 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";AUROBINDO PHARMA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41105026;VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40589119;VALSARTAN E IDROCLOROTIAZIDE EG;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41012143;VALSARTAN E IDROCLOROTIAZIDE HCS;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS BVBA;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41255023;VALSARTAN E IDROCLOROTIAZIDE MYLAN;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";MYLAN S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40920074;VALSARTAN E IDROCLOROTIAZIDE SANDOZ;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40842142;VALSARTAN E IDROCLOROTIAZIDE SUN;"""160 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL/AL";SUN PHARMACEUTICAL IND. B.V.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;41944024;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/VLHD/AL";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;40240044;VALSARTAN E IDROCLOROTIAZIDE TEVA;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+12,5) MG - USO ORALE;C09DA03;42636050;VALSARTAN E IDROCLOROTIAZIDE ZENTIVA ITALIA;"""160 MG + 12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ZENTIVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQB
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;34774113;CORIXIL;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;34114140;COTAREG;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";NOVARTIS FARMA S.P.A.;6,15 €;8,92 €;2,77 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41949064;DIUVAL;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PTCFE/VLHD/AL";BENEDETTI & CO. S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40757193;VALBACOMP;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41293198;VALIDROC;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";SO.SE.PHARM S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;42278034;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";AUROBINDO PHARMA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41105038;VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""160 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40589196;VALSARTAN E IDROCLOROTIAZIDE EG;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28CPR IN BLISTER PVC/PVDC/AL";EG S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41012269;VALSARTAN E IDROCLOROTIAZIDE HCS;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS BVBA;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41255035;VALSARTAN E IDROCLOROTIAZIDE MYLAN;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";MYLAN S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40920100;VALSARTAN E IDROCLOROTIAZIDE SANDOZ;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANDOZ S.P.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41944036;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;"""160 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/VLHD/AL";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;40259259;VALSARTAN E IDROCLOROTIAZIDE TEVA ITALIA;"""160/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC-AL";TEVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (160+25) MG - USO ORALE;C09DA03;41492137;VALSARTAN E IDROCLOROTIAZIDE ZENTIVA;"""160/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";ZENTIVA ITALIA S.R.L.;6,15 €;6,15 €;0,00 €;;FQC
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;34114215;COTAREG;"""320/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";NOVARTIS FARMA S.P.A.;9,00 €;11,75 €;2,75 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;40757268;VALBACOMP;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;42278046;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";AUROBINDO PHARMA ITALIA S.R.L.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;41105040;VALSARTAN E IDROCLOROTIAZIDE DOC GENERICI;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";DOC GENERICI S.R.L.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;40589273;VALSARTAN E IDROCLOROTIAZIDE EG;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;41012396;VALSARTAN E IDROCLOROTIAZIDE HCS;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";HCS BVBA;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;41255062;VALSARTAN E IDROCLOROTIAZIDE MYLAN;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";MYLAN S.P.A.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;40920136;VALSARTAN E IDROCLOROTIAZIDE SANDOZ;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE";SANDOZ S.P.A.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;41944048;VALSARTAN E IDROCLOROTIAZIDE TECNIGEN;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PCTFE/VLHD/AL";TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;40709026;VALSARTAN E IDROCLOROTIAZIDE TEVA PHARMA;"""320/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";TEVA PHARMA B.V.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+12,5) MG - USO ORALE;C09DA03;42636163;VALSARTAN E IDROCLOROTIAZIDE ZENTIVA ITALIA;"""320 MG/12,5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL";ZENTIVA ITALIA S.R.L.;9,00 €;9,00 €;0,00 €;;FQD
Valsartan + Idroclorotiazide;28 UNITA' (320+25) MG - USO ORALE;C09DA03;34114292;COTAREG;"""320/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE RIVESTITE CON FILM";NOVARTIS FARMA S.P.A.;9,00 €;11,75 €;2,75 €;;FQE
Valsartan + Idroclorotiazide;28 UNITA' (320+25) MG - USO ORALE;C09DA03;40757320;VALBACOMP;"""320 MG/25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL";EG S.P.A.;9,00 €;9,00 €;0,00 €;;FQE
Valsartan + Idroclorotiazide;28 UNITA' (320+25) MG - USO ORALE;C09DA03;42278059;VALSARTAN E IDROCLOROTIAZIDE AUROBINDO;"""320 MG + 25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL";AUROBINDO PHARMA ITALIA S.R.L.;9,00 €;9,00 €;0,00 €;;FQE
